"bad_num","mid_num","good_num","dis_num","cmmt_num","consume","ord_cnt","sale_amt","user_cnt","rtn_amt","rtn_cnt","offer_amt","offer_cnt","sale_nextmonth"
0,2,3633,85,3635,0,1044,59714.5800000001,1042,359.03,17,41614.86,869,75745.5300000002
43,41,6565,35,6649,0,2444,75745.5300000002,2436,725.72,61,86602.0699999999,1555,91357.0999999999
55,50,10535,24,10640,0,3021,91357.0999999999,3010,511.99,46,99822.3400000003,1937,74017.2700000005
50,92,10230,28,10372,0,2394,74017.2700000005,2388,487.03,37,76032.26,1534,19401.1599999999
24,18,1575,14,1617,0,746,19401.1599999999,746,260.06,23,21156.57,404,825.94
10,10,66,0,86,0,32,825.94,32,39.73,2,851.99,18,6617.56
2,4,101,1,107,0,175,6617.56,175,21.7,1,7098.24,137,53011.0300000004
19,28,4886,18,4933,0,1778,53011.0300000004,1777,397.93,34,52292.54,1156,47759.6400000001
1,0,66,12,67,730559.76,226,32931.8299999999,226,641.56,10,0,0,81106.7199999999
1,2,175,34,178,867146.41,443,81106.7199999999,443,1588.88,21,24.28,2,109934.83
1,8,224,11,233,1065171.68,523,109934.83,523,1961.92,24,0,0,74661.2399999999
5,5,140,6,150,546964.66,349,74661.2399999999,348,1865.17,21,673.26,67,34493.42
8,5,39,7,52,107263.48,154,34493.42,154,544.47,5,0,0,25454.21
1,0,42,7,43,0,115,25454.21,115,434.84,5,0,0,20634
2,2,31,6,35,0,103,20634,103,550.34,6,0,0,61467.8199999999
0,0,159,7,159,181808.34,361,61467.8199999999,360,822.21,9,154.55,21,34939.02
6,3,20957,5,20966,10948.07,2253,46389.1900000001,2253,599.23,21,47857.7999999999,1931,57755.77
3,5,35492,5,35500,40546.72,2926,57755.77,2926,502.12,15,72860.67,2693,32015.2200000001
2,9,9997,3,10008,1200.71,1433,32015.2200000001,1433,315.63,9,32201.3600000001,1252,92652.8399999999
10,8,9750,5,9768,0,1473,92652.8399999999,1473,1672.3,53,17143.21,1050,121099.15
1,11,2729,16,2741,0,1605,121099.15,1605,1188.98,26,10131.37,1149,5328.25
4,6,412,0,422,0,61,5328.25,60,148.99,3,0,0,46409.2900000001
9,5,10507,5,10521,0,2115,46409.2900000001,2112,359.77,11,47174.37,1854,77723.8099999999
1,8,20580,10,20589,8147.12,3046,77723.8099999999,3046,1290.08,41,57453.6100000001,2559,42445.3399999999
18,22,121,9,161,0,860,28422.11,860,35.68,2,485.01,84,63001.3900000002
32,38,261,29,331,0,1748,63001.3900000002,1747,347.84,12,2482.74,401,89167.9700000001
64,74,581,65,719,0,2431,89167.9700000001,2431,579.58,30,4898.82000000001,865,78810.1100000004
97,70,533,63,700,0,2066,78810.1100000004,2066,377.01,19,4816.85000000001,898,66552.8800000004
62,41,404,37,507,0,1594,66552.8800000004,1593,550.16,21,3581.86,653,26738.0399999999
52,16,250,33,318,0,678,26738.0399999999,678,149.28,8,1714.34,289,71483.0800000002
48,43,326,37,417,0,1926,71483.0800000002,1926,689.18,35,5480.5,858,95091.0499999999
68,69,648,54,785,0,2481,95091.0499999999,2479,680.88,36,7538.09000000001,1122,67711.4500000003
2,2,471,7,475,474506.13,460,109108.89,460,4929.55,44,646.730000000002,301,124781.7
3,1,881,12,885,540020.94,576,124781.7,575,8921.8,82,209.26,90,101445.85
4,4,1093,6,1101,0,507,101445.85,507,3398.84,36,56.63,14,678.12
1,0,127,1,128,0,4,678.12,4,98.59,1,0,0,0
0,0,5,0,5,0,0,0,0,0,0,0,0,9144.16
0,0,11,0,11,0,38,9144.16,38,1036.69,10,0,0,40257.18
0,0,83,3,83,58278.81,161,40257.18,161,5188.57,45,0,0,104633.43
1,0,612,364,613,80816.13,458,104633.43,457,6712.55,62,884.89,57,85913.62
0,0,3188,11,3188,57867.47,1222,38429.5,1222,143.47,1,79621.12,491,65377.8099999999
4,2,4076,4,4082,30515.01,1463,65377.8099999999,1463,2654.29,15,121665.51,857,129411.91
4,7,3575,16,3586,40773.99,1634,129411.91,1631,1922.18,27,222986.99,1127,140218.99
9,14,2337,25,2360,47537.74,1462,140218.99,1462,6474.84,41,152008.95,868,71517.39
2,9,2110,10,2121,61189.73,1225,71517.39,1225,3985.25,8,106619.74,686,45268.04
1,7,2070,19,2078,31329.33,1045,45268.04,1045,475.67,7,91596.15,582,61572.86
7,17,1029,19,1053,185716.48,2072,61572.86,2070,766.59,16,147231.64,1055,114424.6
6,11,1418,22,1435,276878.55,3489,114424.6,3489,500.46,9,291346.15,2109,85131.9399999999
12,15,147,12,174,17003316.34,2485,275565.650000001,2485,15032.6700000001,298,102.99,6,240027.09
10,21,213,11,244,11363712.81,2103,240027.09,2102,15338.92,290,235.49,15,195021.740000001
11,16,264,10,291,8759130.54,1818,195021.740000001,1818,9205.31000000001,183,0,0,202978.280000001
14,22,233,5,269,10571070.54,1940,202978.280000001,1940,5700.47,116,71.56,6,55239.0700000002
8,17,113,1,138,2337387.7,533,55239.0700000002,533,1917.82,40,0,0,0
2,1,26,1,29,0,0,0,0,0,0,0,0,21374.5
0,3,9,0,12,959894.09,203,21374.5,203,220.73,5,0,0,242240.01
13,14,5416,15,5443,6604157.7,3340,242240.01,3339,12834.83,268,49880.2999999999,1535,140637.170000001
0,1,10,0,11,0,87,10663.15,87,498.11,7,984.09,31,13363.1
1,0,28,0,29,0,105,13363.1,105,353.53,4,561.09,37,10794.32
0,1,46,7,47,0,83,10794.32,83,286.94,5,641.63,20,11266.01
26,0,46,3,72,0,73,11266.01,73,277.38,3,1617.61,39,9975.01
0,0,27,0,27,0,73,9975.01,73,531.23,7,1217.67,37,13008.74
0,0,33,1,33,0,81,13008.74,81,261.2,3,875.94,26,13710.94
0,1,29,1,30,0,102,13710.94,102,527.9,8,990.73,38,16336.93
1,0,32,3,33,0,123,16336.93,123,807.84,12,1730.74,46,18903.69
0,0,18,1,18,0,133,14615.86,133,384.06,8,8565.77,130,26956.6
0,0,85,3,85,49279.74,238,26956.6,238,432.25,11,15463.72,234,55877.93
1,2,425,8,428,183747.46,478,55877.93,478,1111.36,19,27835.5500000001,475,61756.2100000001
1,5,197,20,203,228806.9,571,61756.2100000001,570,1530.04,26,36548.8100000001,563,47671.28
5,11,389,6,405,90404.98,456,47671.28,455,1301.59,24,27071.0400000001,447,21400.54
1,3,146,4,150,20548.04,227,21400.54,225,636.65,15,14637.16,225,20097.06
2,3,71,7,76,22924.43,190,20097.06,190,434.16,8,10975.68,184,43412.75
1,5,154,2,160,148315.16,390,43412.75,389,1899.62,34,22946.3000000001,387,37187.19
0,0,1279,21,1279,439539.58,787,16362.87,787,25.71,1,1459.83,392,51048.3500000001
21,32,2879,105,2932,1666148.33,1959,51048.3500000001,1958,77.92,5,4071.90000000001,1100,80254.7600000001
1003,99,39717,1433,40819,982254.78,7732,80254.7600000001,7730,0,0,8833.51,1975,49664.9200000001
92,132,13862,279,14086,985166.61,4027,49664.9200000001,3999,176.3,32,5503.19000000001,1167,34578.02
45,78,2527,214,2650,802155.5,2277,34578.02,2271,158.25,24,3505.46,800,26318.98
99,49,2159,111,2307,517898.13,1619,26318.98,1613,191.41,21,2405.48999999999,590,37906.77
24,51,1911,569,1986,489401.29,2221,37906.77,2207,38.18,8,3693.28,867,29020.22
45,31,1492,192,1568,413684.67,1846,29020.22,1843,199.02,34,3029.53,740,14860.81
2,2,244,44,248,306897.88,596,29203.0500000002,596,142.36,9,4308.4,397,50470.78
2,3,475,43,480,74327.73,672,50470.78,672,232.86,7,669.65,64,95447.2099999999
5,4,741,25,750,7327.95,1133,95447.2099999999,1133,551.44,15,407.73,45,110429.09
8,6,570,13,584,344.7,1339,110429.09,1339,337.33,10,336.29,40,62365.2400000001
4,8,413,26,425,0,772,62365.2400000001,772,457.26,11,258.66,39,57209.58
2,5,403,13,410,0,743,57209.58,743,246.84,7,225.2,37,100185.22
2,11,434,24,447,0,1325,100185.22,1324,311.58,9,2535.52,264,107653.71
7,10,552,19,569,0,1346,107653.71,1345,699.7,19,1188.87,144,84698.91
4,5,178,18,187,0,473,17168.36,472,17.66,1,302.84,93,19099.89
15,6,249,27,270,0,533,19099.89,531,0,0,389.19,88,23490.5
4,2,293,57,299,0,605,23490.5,597,78.72,3,1052.99,194,36584.11
6,11,458,95,475,0,825,36584.11,817,260.84,9,2766.12,393,20942.15
8,9,357,28,374,0,542,20942.15,529,74.31,4,1093.28,171,13007.71
1,3,209,68,213,0,328,13007.71,328,40.1,3,77.3,17,20831.7599999999
8,2,391,13,401,0,555,20831.7599999999,553,104.47,8,370.5,53,20232.47
3,3,250,34,256,0,571,20232.47,571,0,0,439.58,47,21478.65
0,0,5,0,5,20125.17,88,4925.92999999999,88,0,0,88.31,8,1278.56
0,1,7,2,8,15636.23,22,1278.56,22,25.38,1,8.83,1,3903.47
0,0,80,1,80,0,62,3903.47,62,25.38,1,0,0,9567.18999999999
0,1,86,1,87,0,135,9567.18999999999,135,0,0,0,0,4037.34
1,1,60,1,62,0,71,4037.34,71,0,0,0,0,2922.23
0,0,81,0,81,0,48,2922.23,48,0,0,0,0,7206.45999999999
1,0,142,1,143,1826.28,120,7206.45999999999,120,76.15,2,39.72,8,15557.43
0,0,265,36,265,18230.97,282,15557.43,282,93.66,4,300.3,79,8905.63999999998
0,1,11,2,12,370602.23,114,9434.03000000001,114,29.06,1,4052.46,114,11416.32
0,1,30,0,31,397037.42,138,11416.32,137,138.32,3,5488.98000000001,138,11538.32
0,2,29,8,31,391120,97,11538.32,97,96.75,2,5608.03,95,15718.82
1,0,27,1,28,128948.4,105,15718.82,105,292.46,5,7791.38000000001,105,9500.15
1,0,20,0,21,189947.27,85,9500.15,85,240.59,3,4696.36,85,9052.49
1,1,21,0,23,143074.15,87,9052.49,87,257.88,6,4692.27,87,5332.38
0,1,21,2,22,79760.71,63,5332.38,63,100.43,2,2478.69,63,8216.62
1,1,30,0,32,120180.53,91,8216.62,91,336.6,9,3472.29,91,3869.62
0,0,30,0,30,0,72,10370.68,72,0,0,0,0,46313.83
4,0,3141,4,3145,0,1219,46313.83,1215,119.92,8,233.61,53,34009.53
18,8,1393,5,1419,0,506,34009.53,506,203.8,9,463.680000000001,126,40133.12
5,5,382,0,392,0,379,40133.12,375,661.81,15,1591.63,164,13873.63
0,2,69,10,71,0,84,13873.63,84,263.4,4,286.98,40,7057.82
2,0,43,2,45,0,40,7057.82,40,76.52,1,36.8,10,1321.53
2,0,3,0,5,0,5,1321.53,5,0,0,0,0,36693.86
0,3,156,3,159,0,302,36693.86,302,108.89,2,66.24,18,79537.89
1,1,30,2,32,0,187,10362.58,186,58.86,2,0,0,37963.62
0,5,142,3,147,0,612,37963.62,611,321.86,11,320.900000000001,394,118245.91
12,18,464,47,494,0,1884,118245.91,1881,995.89,35,1045.37000000001,1096,144869.72
20,30,698,82,748,0,2301,144869.72,2297,1248.93,36,1082.31000000001,1641,50264.7900000002
4,30,479,49,513,0,883,50264.7900000002,882,248.68,10,1720.93999999999,423,17586.53
3,6,199,23,208,0,290,17586.53,289,258.23,9,0,0,3596.1
0,0,83,1,83,0,63,3596.1,63,25.38,1,0,0,7833.02999999999
1,1,68,1,70,0,133,7833.02999999999,133,58.49,2,0,0,6773.48000000001
2,2,73,9,77,0,445,72044.66,445,5149.96,83,13458.42,421,44781.76
0,7,76,11,83,84214.12,270,44781.76,270,4007.72,43,7800.33,234,46994.4600000001
0,6,78,4,84,0,247,46994.4600000001,245,4815.73,49,8993.98,219,78276.51
0,6,235,17,241,0,347,78276.51,347,9186.73,71,14103.23,317,100843.59
0,8,109,15,117,0,518,100843.59,518,10009.24,91,26419.6400000001,468,110462.75
0,4,248,11,252,0,476,110462.75,476,8881.34,63,23087.1200000001,444,104511.81
1,2,331,13,334,0,743,104511.81,743,3899.53,45,27280.3700000001,675,213304.91
7,4,999,50,1010,31940.95,1752,213304.91,1752,11285.53,159,82659.7899999997,1705,86452.5500000001
0,2,28,2,30,3148.59,87,15257.96,87,215.95,2,1002.87,17,30313.25
4,1,74,8,79,10546.78,171,30313.25,171,1299.43,16,4439.75,81,43999.32
3,1,204,23,208,22248.23,244,43999.32,244,2378.33,26,7711.86,164,75177.96
0,8,288,41,296,41992.69,431,75177.96,430,3495.98,44,19923.11,373,40319.22
2,5,136,21,143,12628.82,225,40319.22,225,1933.5,20,7470.42,159,38688.14
0,8,143,15,151,0,219,38688.14,219,1529.23,19,7346.43,157,24989.3
0,0,152,10,152,0,145,24989.3,144,1634.78,19,4275.05,107,33374.22
6,2,96,6,104,8673.67,186,33374.22,186,1702.2,18,5515.93,129,19239.03
0,0,8,2,8,0,39,6797.62,39,277,3,130.17,19,180.88
0,1,1,0,2,0,1,180.88,1,0,0,3.68,1,73650.37
0,0,1232,76,1232,273850.69,471,73650.37,471,800.14,8,31355.83,455,91774.4300000001
5,5,968,39,978,426455.4,426,91774.4300000001,426,3859.08,28,34865.44,419,47100.3
0,3,255,6,258,0,177,47100.3,177,3103.67,24,11243.08,167,9188.8
1,1,9,0,11,0,35,9188.8,35,613.63,5,1588.12,33,15969.66
0,0,183,1,183,62353.37,147,15969.66,147,780.03,8,3530.99,131,13344.03
4,0,417,3,421,32235.41,112,13344.03,112,349.85,5,1505.75,80,10494.52
0,0,15,0,15,0,106,8256.86,106,57.38,2,0,0,7193.07
1,0,34,4,35,0,99,7193.07,99,50.77,1,0,0,7742.37
1,0,39,2,40,0,91,7742.37,91,0,0,0,0,11023.07
0,1,32,4,33,0,103,11023.07,103,86.82,2,0,0,9546.24
1,1,24,6,26,0,92,9546.24,92,76.52,2,0,0,9604.05
6,0,21,2,27,0,92,9604.05,92,137.58,3,0,0,6757.74
1,3,26,6,30,0,88,6757.74,88,79.46,2,0,0,6720.54
0,0,38,3,38,0,97,6720.54,97,28.69,1,0,0,8014.85
31,13,97,14,141,0,672,11442.26,671,27.59,6,603.72,152,9006.06000000002
14,11,121,7,146,0,488,9006.06000000002,488,126.41,10,869.730000000001,129,22707.0799999999
29,22,202,9,253,0,995,22707.0799999999,995,166.5,11,5649.73000000001,678,30372.25
47,20,298,20,365,0,914,30372.25,913,488.28,17,6187.26999999999,592,25101.23
16,17,128,10,161,0,428,25101.23,427,598.13,14,2326.9,262,7881.43
13,5,63,3,81,0,142,7881.43,142,322.63,3,957.95,103,10325.27
20,12,124,5,156,0,506,10325.27,504,183.88,7,3192.53,389,14818.97
30,12,187,13,229,57121.74,764,14818.97,763,233.66,7,5640.07,575,11366.94
4,2,2135,2,2141,0,1070,109057.09,1070,1716.59,36,6025.92,688,129667.73
13,1,2714,5,2728,0,1229,129667.73,1229,2298.89,44,6880.96999999999,817,92978.6999999998
3,2,2141,1,2146,1342.46,855,92978.6999999998,855,1988.77,37,7783.08,598,40972.74
6,4,1286,7,1296,0,329,40972.74,329,1236.78,19,2410.13,154,3644.47
2,2,14,1,18,0,30,3644.47,30,108.89,2,2.76,2,105.72
0,1,7,0,8,0,1,105.72,1,0,0,0,0,63785.07
0,0,1712,0,1712,0,640,63785.07,640,548.89,11,7402.73,569,130166.55
9,7,6196,5,6212,34314.33,1810,130166.55,1809,1548.09,57,15371.35,1203,299672.56
1,10,38,3,49,0,334,10381.2,332,41.16,2,12399.11,330,6920.28
3,5,61,8,69,0,163,6920.28,163,35.64,2,7737.63999999999,162,9914.24999999999
3,3,57,2,63,60084.34,189,9914.24999999999,189,101.52,4,11268.11,189,23318.97
5,6,138,9,149,216.26,383,23318.97,382,226.56,7,29870.22,380,12530.59
2,1,82,3,85,0,198,12530.59,198,109.59,3,13745.68,194,7478.87
0,3,54,8,57,0,128,7478.87,128,36.42,1,8080.33,126,3003.64
1,1,39,3,41,0,83,3003.64,82,27.55,2,4161.74,83,7527
0,1,103,3,104,0,198,7527,197,11,1,9845.81999999999,199,6013.66
0,0,142,1,142,12180.58,198,23823.17,198,179.15,3,2707.59,168,9658.84
0,0,29,0,29,330.08,66,9658.84,66,186.89,2,735.8,58,6550.7
1,0,14,0,15,0,38,6550.7,38,0,0,220.75,26,3996.01
0,0,3,0,3,0,25,3996.01,24,161.13,2,109.66,22,16975.37
4,3,16,4,23,1123.6,105,16975.37,104,1015.73,14,298.78,52,15234.98
3,0,12,3,15,0,90,15234.98,90,579.42,7,149.04,56,12529.78
0,0,10,1,10,0,72,12529.78,72,342.13,5,187.68,70,37099.56
3,5,45,16,53,0,224,37099.56,224,1325.84,15,1875.97,200,70187.24
0,9,72,11,81,28244.39,396,19445.9199999999,391,203.79,6,42.29,36,56924.74
2,4,344,12,350,902223.04,809,56924.74,808,611.02,19,1300.96,180,41388.52
6,10,277,35,293,969699.78,658,41388.52,658,420.62,18,5634,460,109218.66
2,10,713,54,725,1529593.83,1703,109218.66,1698,1345.75,47,16753.14,1494,135203.21
17,23,851,68,891,2246073.24,2082,135203.21,2072,769.44,26,17774.14,1742,79236.3299999999
3,28,412,14,443,568683.6,1263,79236.3299999999,1255,955.679999999999,30,12840.2,1071,87186.23
8,19,312,20,339,688560.68,1349,87186.23,1345,735.24,26,7651.71999999999,836,162172.91
15,17,639,26,671,1188669.86,2410,162172.91,2405,1198.15,40,11955.32,1647,104026.15
2,0,2,1,4,50875.31,97,13647.24,97,571.67,8,0,0,21061
3,1,21,2,25,86182.35,135,21061,135,1205.13,17,114.45,5,61732.28
0,2,97,2,99,12926.32,325,61732.28,325,1075.67,16,735.76,4,78502.5899999998
2,3,181,4,186,74179.25,429,78502.5899999998,429,2660.13,31,1418.2,68,54671.94
3,2,75,8,80,126621.82,295,54671.94,295,2460.52,27,614.8,28,41969.81
3,5,44,3,52,0,230,41969.81,230,1493.41,19,214.37,26,29749.62
2,1,44,3,47,24033.48,182,29749.62,182,763.55,9,230.22,37,66351.8700000001
3,3,175,24,181,201257.63,467,66351.8700000001,467,2114.31,33,466.61,98,99151.8099999996
11,9,77,8,97,0,517,22489.72,515,170.33,8,33401.29,498,35449.16
12,20,185,24,217,0,756,35449.16,756,460.2,12,50062.19,736,58056.4900000003
18,24,453,64,495,0,1292,58056.4900000003,1291,293.13,12,84744.6200000001,1274,83952.1000000005
32,37,618,85,687,0,1843,83952.1000000005,1842,630.75,20,117536.240000001,1793,72937.4900000005
29,44,473,73,546,0,1455,72937.4900000005,1455,871.65,16,103301.13,1431,51395.2300000002
32,16,309,35,357,0,1039,51395.2300000002,1037,460.03,16,74610.1500000002,1023,45405.3500000001
31,18,217,13,266,0,912,45405.3500000001,911,591.54,16,67046.3100000002,897,38173.3499999999
27,16,283,54,326,0,800,38173.3499999999,799,270.66,13,60643.1300000003,787,30807.4599999999
0,0,30,23,30,0,74,6676.94,74,0,0,576.89,56,13723.95
2,1,20,13,23,0,100,13723.95,100,86.09,2,2089.68,83,5191.97
0,1,37,18,38,0,54,5191.97,54,43.41,1,406.87,46,2858.61
0,1,13,3,14,0,31,2858.61,31,87.19,2,219.63,25,3929.84
3,0,11,2,14,0,44,3929.84,44,35.32,1,256.06,32,4829.33
0,1,13,1,14,0,55,4829.33,55,0,0,523.51,49,6102.88
2,1,18,2,21,0,64,6102.88,64,36.42,1,486.65,60,9027.52000000001
0,3,22,3,25,0,96,9027.52000000001,96,99.32,2,696.310000000001,92,7483.82
5,2,43,2,50,0,211,23908.86,211,916.36,18,0,0,16865.97
2,0,45,4,47,0,151,16865.97,151,462.06,8,0,0,22000.22
4,5,87,8,96,0,188,22000.22,188,377.81,7,0,0,23387.65
6,8,134,61,148,0,205,23387.65,205,1449.81,24,0,0,17147.64
4,6,177,4,187,0,151,17147.64,151,749.73,13,232.14,11,16713.98
10,16,54,5,80,0,140,16713.98,140,126.92,2,0,0,29057.97
17,3,39,2,59,0,235,29057.97,235,1445.75,25,0,0,23779.25
2,3,81,8,86,0,204,23779.25,204,788,15,0,0,22796.35
0,0,21,0,21,0,157,9779.68,157,0,0,1011.89,26,7620.64
6,2,43,5,51,0,119,7620.64,119,0,0,549.06,14,6306.08
4,5,30,7,39,0,85,6306.08,85,0,0,117.75,8,11498
1,2,55,4,58,0,98,11498,98,0,0,499.94,25,7929.87
4,0,30,6,34,0,64,7929.87,64,0,0,182.09,7,8151.21
2,1,26,2,29,0,81,8151.21,81,0,0,275.55,15,2880.07
0,1,15,1,16,0,23,2880.07,23,0,0,125.09,8,4942.42
0,0,9,1,9,0,48,4942.42,48,89.39,2,419.03,27,2737.16
1,3,25,7,29,0,305,23146.6,305,1197.07,33,0,0,23116.92
5,5,49,3,59,0,233,23116.92,233,1131.24,21,0,0,33508.15
3,3,68,13,74,0,278,33508.15,278,2161.32,31,120.68,20,52202.2999999999
5,6,216,30,227,0,434,52202.2999999999,433,4230.58,63,1595.34,92,63756.89
15,9,90,29,114,0,469,63756.89,468,5710.66,79,1111.23,58,24286.48
3,3,87,7,93,0,182,24286.48,181,1053.96,16,0,0,6508.44
0,1,23,2,24,0,65,6508.44,65,185.77,3,0,0,20089.5
1,5,56,6,62,0,206,20089.5,206,1061.72,20,0,0,20786.65
0,1,13,0,14,0,127,11982.76,127,348.37,7,0,0,18007.21
3,3,23,4,29,0,202,18007.21,201,142,4,0,0,22519.42
4,7,42,4,53,0,228,22519.42,227,587.87,12,136.16,33,21208.66
2,5,29,2,36,0,229,21208.66,228,376.7,8,401.11,92,16674.13
1,2,26,2,29,0,185,16674.13,183,763.32,13,474.71,106,7121.98999999999
2,3,12,2,17,0,87,7121.98999999999,87,209.69,5,187.67,49,24902.72
6,2,25,2,33,0,287,24902.72,287,1039.6,27,237.36,62,22415.11
5,1,42,4,48,0,266,22415.11,265,712.58,18,482.080000000001,128,19866.94
1,0,64,0,65,0,108,56127.77,108,223.67,1,1308.83,70,29904.54
0,0,40,0,40,0,43,29904.54,43,142.74,1,559.83,32,26498.31
0,0,137,0,137,0,95,26498.31,95,0,0,59.6,25,26523.05
0,0,52,4,52,0,117,26523.05,117,155.98,2,1010.95,55,11041.34
0,6,24,2,30,0,53,11041.34,53,0,0,32.38,16,27200.34
4,0,54,6,58,0,115,27200.34,115,265.98,2,29.42,17,29968.12
0,0,30,2,30,0,120,29968.12,119,644.52,8,1.84,1,19272.85
0,2,52,6,54,0,82,19272.85,82,598.18,4,0,0,21787.02
5,4,1112,4,1121,0,849,81467.8499999996,849,732.07,13,0,0,122664.54
2,5,1274,10,1281,0,1029,122664.54,1029,415.7,7,0,0,54382.6399999998
13,6,401,7,420,0,427,54382.6399999998,427,1159.14,17,0,0,122338.07
8,10,927,11,945,0,884,122338.07,884,1281.31,20,194.64,56,104214.85
8,11,993,10,1012,0,826,104214.85,826,821.11,11,6780.64000000002,353,67505.3199999999
3,2,506,9,511,0,339,67505.3199999999,339,571.32,6,0,0,72300.8599999999
1,1,403,0,405,0,388,72300.8599999999,388,1316.29,11,0,0,44424.92
4,4,214,10,222,0,197,44424.92,197,2178.59,21,31.64,1,38167.39
0,0,0,0,0,0,13,6857.08,13,309.02,1,0,0,5261.34
0,0,1,0,1,0,13,5261.34,13,0,0,0,0,5702.39
0,0,6,0,6,0,9,5702.39,9,264.87,1,0,0,6895.07
0,0,6,0,6,0,14,6895.07,14,178.05,1,2522.19,12,9220.95
0,0,2,0,2,0,17,9220.95,17,353.16,1,2734.45,15,4312.32
0,0,5,0,5,0,8,4312.32,8,566.9,2,1281.7,8,3604.47
0,0,1,0,1,0,6,3604.47,6,0,0,1071.27,6,3633.37
0,0,5,1,5,0,7,3633.37,7,286.21,2,962.38,6,4973.06
3,6,433,34,442,453558.21,431,38195.32,429,220.72,6,771.870000000001,303,34638.8700000001
3,2,323,41,328,706814.13,361,34638.8700000001,361,187.61,5,1894.05,256,34537.06
3,6,416,35,425,734813.76,327,34537.06,327,243.91,5,1805.53,195,42521.48
2,1,205,37,208,1034069.27,399,42521.48,399,1290.61,20,3499.77,264,26299.95
2,1,222,9,225,450433.45,264,26299.95,264,609.22,11,1423.4,127,18581.17
0,1,403,36,404,214523.35,231,18581.17,231,80.2,1,2137.64,203,31173.7300000001
5,3,199,21,207,32398.65,407,31173.7300000001,407,215.31,6,4621.38,406,32987.22
4,0,473,38,477,29590.63,444,32987.22,444,296.37,6,3027.36,431,27509.65
2,11,496,60,509,2677135.84,1903,116375.960000001,1887,1890.15,72,1623.05999999999,1708,156377.830000001
5,28,857,140,890,3925033.69,2628,156377.830000001,2614,1636.7,59,2422.61999999997,2340,157976.6
29,40,872,85,941,4076904.7,2545,157976.6,2538,1817.27,68,2353.02999999996,2405,214967.929999999
30,61,1159,205,1250,3338107.57,3365,214967.929999999,3354,2071.77,76,7475.89999999994,3138,123832.709999999
42,40,926,153,1008,2028635.95,1876,123832.709999999,1871,1614.88,56,2036.32999999998,1668,57373.07
17,15,420,35,452,1117293.2,857,57373.07,856,850.5,27,299.89,109,78440.5500000001
13,19,303,16,335,1303701.04,1281,78440.5500000001,1280,364.9,13,436,187,78550.1399999999
5,19,469,21,493,909517.36,1343,78550.1399999999,1341,780.59,29,570.850000000001,189,39358.0300000001
0,1,148,1,149,0,445,69795.8599999999,443,1509.75,22,0,0,60537.04
0,2,162,3,164,0,325,60537.04,325,1030.05,12,0,0,60792.3299999999
4,2,234,6,240,0,340,60792.3299999999,336,1466.36,14,0,0,54383.7600000001
1,1,157,3,159,0,243,54383.7600000001,243,1368.15,12,554.05,19,54075.8300000001
0,2,150,2,152,0,235,54075.8300000001,235,1425.92,13,0,0,42084.5200000001
0,1,94,0,95,0,208,42084.5200000001,207,422.34,4,0,0,65633.3200000001
0,1,161,3,162,0,308,65633.3200000001,308,2138.11,21,0,0,68474.5900000001
0,0,148,3,148,0,326,68474.5900000001,323,1860.03,15,0,0,47694.37
1,1,12,2,14,370597.18,76,22892.35,76,858.62,7,55.2,5,75810.4099999999
0,1,54,16,55,1201681.62,270,75810.4099999999,270,1448.73,11,4136.41000000001,179,173314.84
2,4,121,32,127,4756484.05,553,173314.84,553,4604.39,34,3128.16,144,370084.48
11,11,399,106,421,3117820.91,1301,370084.48,1300,11587.52,89,22825.18,683,221378.689999999
9,7,296,41,312,634430.16,717,221378.689999999,716,7970.43,57,6039.71,158,143612.09
4,3,246,53,253,0,454,143612.09,454,3917.16,31,415.78,37,53536.2999999999
5,3,122,31,130,141486.43,170,53536.2999999999,170,898.38,7,22.08,2,70666.5099999999
0,4,104,3,108,0,231,70666.5099999999,231,1246.75,10,777.84,40,46417.2599999999
0,0,0,0,0,0,6,685.54,6,0,0,7.36,2,82947.32
0,0,262,0,262,0,528,82947.32,528,127.28,2,128.8,35,145975.93
0,4,419,1,423,0,959,145975.93,959,324.83,5,1772.41,243,214563.359999999
7,14,402,32,423,0,1461,214563.359999999,1461,2450.42,37,5345.54,791,270211.12
3,7,414,20,424,0,1856,270211.12,1856,1814.35,28,6152.94000000002,1375,206136.049999999
19,12,441,21,472,0,1406,206136.049999999,1404,2204.3,35,5322.21000000001,1364,67235.91
3,6,183,88,192,0,691,67235.91,691,566.17,13,1993.68,126,152369.49
2,7,707,259,716,0,1526,152369.49,1526,691.63,16,16595.36,1333,88345.4700000002
5,2,451,67,458,162126.62,855,46005.2000000001,855,202.68,9,2918.52999999999,828,55980.2900000001
7,7,605,10,619,71966.54,987,55980.2900000001,986,238.73,9,2677.21,804,58986.0800000001
3,4,698,64,705,76194.73,1037,58986.0800000001,1035,240.58,10,2669.09999999999,800,55402.36
20,11,881,60,912,68409.08,1095,55402.36,1095,84.24,4,2910.30999999999,416,65231.0099999999
3,9,893,17,905,158285.47,1219,65231.0099999999,1218,131.33,6,3081.68,508,43271.06
2,18,509,5,529,1326.59,748,43271.06,748,116.61,4,453.18,219,53556.7199999998
4,2,442,5,448,0,934,53556.7199999998,934,100.06,3,460.13,241,76198.6399999998
4,3,898,56,905,0,1362,76198.6399999998,1362,180.09,8,615.34,294,76912.66
0,1,5,2,6,0,17,4015.82,17,0,0,29.44,8,18163.49
